fid	Museum_ID	Museum_kod	Museum_NAM	Museum_Pro	Museum_Kab	Museum_Ala	Museum_LAT	Museum_LON	Museum_Jen	Museum_Tip	Museum_Pen	Museum_Fot	Museum_P_1	Museum_Kar
147	"147"	"147"	Museum Memorial Jenderal Besar HM Soeharto	D.I Yogyakarta	Kabupaten Bantul	"Jl. Kemusuk Lor Jl. Nulis-Puluhan,"	-7.791062577000000	110.280732200000003	Museum Khusus	Tipe A	"Keluarga Besar Soeharto, melalui H. Probosutedjo"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\147.jpg	6000.000000000000000	45.000000000000000
148	"148"	"148"	Museum Pergerakan Wanita Indonesia Mandala Bhakti Wanitatama	D.I Yogyakarta	Kabupaten Sleman	Jl. Laksda Adisucipto No.88	-7.783745313000000	110.392236900000000	Museum Khusus	Tipe A	Yayasan Hari Ibu	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\148.jpg	500.000000000000000	21.000000000000000
149	"149"	"149"	Museum Monumen Pangeran Diponegoro Sasana Wiratama	D.I Yogyakarta	Kota Yogyakarta	Jl. HOS Cokroaminoto TR-III No.430	-7.786935475000000	110.351736200000005	Museum Khusus	Tipe A	Yayasan Sasana Wiratama	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\149.jpg	400.000000000000000	22.000000000000000
150	"150"	"150"	Museum Pendidikan Indonesia	D.I Yogyakarta	Kabupaten Sleman	Jalan Colombo No+H152. 1	-7.774522576000000	110.387705800000006	Museum Khusus	Tipe A	Universitas Negeri Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\150.jpg	13000.000000000000000	12.000000000000000
151	"151"	"151"	Museum Perjuangan Yogyakarta	D.I Yogyakarta	Kota Yogyakarta	Jl. Kolonel Sugiyono No.24	-7.816255426000000	110.372065500000005	Museum Khusus	Tipe A	Dinas Kebudayaan Daerah Istimewa Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\151.jpg	12000.000000000000000	23.000000000000000
152	"152"	"152"	Museum Pusat TNI AD Dharma Wiratama	D.I Yogyakarta	Kota Yogyakarta	Jl. Jend. Sudirman No.75	-7.782711392000000	110.375968200000003	Museum Khusus	Tipe A	Tentara Nasional Indonesia Angkatan Darat	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\152.jpg	300.000000000000000	23.000000000000000
153	"153"	"153"	Museum Dr. Yap Prawirohusodo	D.I Yogyakarta	Kota Yogyakarta	Jl. Cik Di Tiro No.5	-7.779939651000000	110.374739700000006	Museum Khusus	Tipe A	Dinas Kebudayaan Kota Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\153.jpg	11000.000000000000000	12.000000000000000
154	"154"	"154"	Museum Sandi	D.I Yogyakarta	Kota Yogyakarta	Jl. Faridan M Noto No.21	-7.783917102000000	110.374072999999996	Museum Khusus	Tipe A	Badan Siber dan Sandi Negara (BSSN)	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\154.jpg	10000.000000000000000	10.000000000000000
155	"155"	"155"	Museum Sasmitaloka Panglima Besar Jenderal Sudirman	D.I Yogyakarta	Kota Yogyakarta	Jl. Bintaran Wetan No.3	-7.802129072000000	110.376030400000005	Museum Khusus	Tipe A	Tentara Nasional Indonesia Angkatan Darat (TNI AD)	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\155.jpg	32000.000000000000000	23.000000000000000
156	"156"	"156"	Museum Sejarah Purbakala Pleret	D.I Yogyakarta	Kabupaten Bantul	"Jl. Pleret, Kedaton, Pleret"	-7.868368803000000	110.405593900000000	Museum Khusus	Tipe C	Dinas Kebudayaan Provinsi Daerah Istimewa Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\156.jpg	19000.000000000000000	54.000000000000000
157	"157"	"157"	Museum Sonobudoyo Unit I	D.I Yogyakarta	Kota Yogyakarta	Jl. Pangurakan No.6	-7.801746765000000	110.366357600000001	Museum Khusus	Tipe c	Unit Pelaksana Teknis Daerah (UPTD) Dinas Kebudayaan Daerah Istimewa Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\157.jpg	22000.000000000000000	6.000000000000000
158	"158"	"158"	Museum Sonobudoyo Unit II	D.I Yogyakarta	Kota Yogyakarta	Jl. Wijilan No.27D	-7.804229552000000	110.366864399999997	Museum Umum	Tipe A	Dinas Kebudayaan Daerah Istimewa Yogyakarta	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\158.jpg	50000.000000000000000	7.000000000000000
159	"159"	"159"	Museum Tani Jawa Indonesia	D.I Yogyakarta	Kabupaten Bantul	"Kampung Tani Candran, Desa Kebonagung, Imogiri, Bantul, Yogyakarta."	-7.924368128000000	110.371972000000000	Museum Khusus	Tipe C	Yayasan Museum Tani Jawa Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\159.jpg	3000.000000000000000	15.000000000000000
160	"160"	"160"	Museum Tembi Rumah Budaya	D.I Yogyakarta	Kabupaten Bantul	Jl. Parangtritis No.Km 8.4	-7.869944403000000	110.357031699999993	Museum Khusus	Tipe C	dikelola secara mandiri	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\160.jpg	12000.000000000000000	25.000000000000000
161	"161"	"161"	Museum Pusat TNI AU Dirgantara Mandala	D.I Yogyakarta	Kabupaten Sleman	"Jl. Raya Janti, Karang Janbe"	-7.790202533000000	110.415886999999998	Museum Khusus	Tipe A	Tentara Nasional Indonesia Angkatan Udara	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\161.jpg	2000.000000000000000	56.000000000000000
162	"162"	"162"	Museum Ullen Sentalu	D.I Yogyakarta	Kabupaten Sleman	Jl. Boyong No.KM 25	-7.597227521000000	110.421464700000001	Museum Khusus	Tipe A	Lembaga pemerintah pusat	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\162.jpg	3000.000000000000000	45.000000000000000
163	"163"	"163"	Museum Universitas Gadjah Mada	D.I Yogyakarta	Kabupaten Sleman	Jl. Sagan 6 & D-7	-7.773893339000000	110.378181400000003	Museum Umum	Tipe B	Universitas Gadjah Mada	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\163.jpg	5120.000000000000000	34.000000000000000
164	"164"	"164"	Museum Wayang Kekayon	D.I Yogyakarta	Kabupaten Bantul	Jalan Raya Yogya-Wonosari Km 7 No. 277	-7.814476971000000	110.413521700000004	Museum Khusus	Tipe B	Yayasan Sosial Kekayon	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\164.jpg	3120.000000000000000	33.000000000000000
165	"165"	"165"	Museum Geopark Gunungsewu	Jawa Timur	Kabupaten Pacitan	awasan Wisata Pantai Pancerdoor	-8.216884455000002	111.102126999999996	Museum Khusus	Tipe B	Pemerintah Kabupaten Pacitan	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\165.jpg	6000.000000000000000	55.000000000000000
166	"166"	"166"	ndonesian Islamic Art Museum	Jawa Timur	Kabupaten Lamongan	"Jl. Raya Paciran, Paciran"	-6.866678507000000	112.361851500000000	Museum Khusus	Tipe A	Dinas Pariwisata dan Kebudayaan Kabupaten Lamongan.	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\166.jpg	1200.000000000000000	24.000000000000000
167	"167"	"167"	Museum Dr. Soetomo	Jawa Timur	Kota Surabaya	Jl. Bubutan No.85-87	-7.250222662000000	112.737771400000000	Museum Khusus	Tipe B	"Pemerintah Kota Surabaya melalui Dinas Kebudayaan, Kepemudaan, dan Olahraga Kota Surabaya"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\167.jpg	400.000000000000000	45.000000000000000
168	"168"	"168"	Monumen Kapal Selam (Monkasel)	Jawa Timur	Kota Surabaya	Jl. Pemuda No.39	-7.264962121000000	112.751549699999998	Museum Khusus	Tipe A	"Pusat Koperasi Angkatan Laut (Puskopal), yang berkoordinasi dengan Tentara Nasional Indonesia Angkatan Laut"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\168.jpg	15000.000000000000000	34.000000000000000
169	"169"	"169"	Museum Airlangga	Jawa Timur	Kota Kediri	"Jl. Lingkar Maskumambang, Pojok"	-7.807354740000000	111.974290499999995	Museum Khusus	Tipe B	"Pemerintah Kota Kediri melalui Dinas Kebudayaan, Pariwisata, Pemuda, dan Olahraga (Disbudparpora) Kota Kediri."	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\169.jpg	14000.000000000000000	70.000000000000000
170	"170"	"170"	Museum Angkut	Jawa Timur	Kota Batu	Jl. Terusan Sultan Agung No.2	-7.878061825000000	112.522571299999996	Museum Khusus	Tipe A	Jawa Timur Park Group	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\170.jpg	300.000000000000000	90.000000000000000
171	"171"	"171"	Museum Anjuk Ladang	Jawa Timur	Kabupaten Nganjuk	Jalan Gatot Subroto Ringin Anom Ringin Anom Kauman	-7.593029162000000	111.894627799999995	Museum Umum	Tipe C	"Dinas Pariwisata, Kepemudaan, Olahraga, dan Kebudayaan (Disparporabud) Kabupaten Nganjuk"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\171.jpg	11000.000000000000000	48.000000000000000
172	"172"	"172"	Museum Blambangan	Jawa Timur	Kabupaten Banyuwangi	Jl. Jenderal Ahmad Yani No.78	-8.220616740000002	114.368731600000004	Museum Umum	Tipe B	Dinas Kebudayaan dan Pariwisata Kabupaten Banyuwangi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\172.jpg	1000.000000000000000	50.000000000000000
173	"173"	"173"	Museum Boemi Poeger	Jawa Timur	Kabupaten Jember	"RT. 05 RW.06, Dusun Krajan, Desa Kencong,"	-8.270248795000002	113.369244899999998	Museum Umum	Tipe C	Yayasan Boemi Poeger Persada	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\173.jpg	40000.000000000000000	25.000000000000000
174	"174"	"174"	Museum Brawijaya	Jawa Timur	Kota malang	Jl. Besar Ijen No.25A	-7.971930614000000	112.621606000000000	Museum Umum	Tipe B	Kodam V/Brawijaya	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\174.jpg	17000.000000000000000	5.000000000000000
175	"175"	"175"	Museum Cakraningrat	Jawa Timur	Kabupaten Bangkatan	Jl. Soekarno Hatta No.35	-7.048382729000000	112.735956200000004	Museum Umum	Tipe C	Pemerintah Kabupaten Bangkalan melalui Dinas Kebudayaan dan Pariwisata Kabupaten Bangkalan	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\175.jpg	17000.000000000000000	7.000000000000000
176	"176"	"176"	Museum D'Topeng Kingdom 1	Jawa Timur	Kota Batu	"Jl. Kartika No.2, Sisir, Kec. Batu"	-7.715209438000000	112.656741699999998	Museum Umum	Tipe C	Jawa Timur Park Group	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\176.jpg	798.000000000000000	76.000000000000000
177	"177"	"177"	Museum Sunan Giri	Jawa Timur	Kabupaten Gresik	Jl. Sunan Giri No.2a	-7.169958574000000	112.631193600000003	Museum Khusus	Tipe A	"Dinas Pariwisata, Kebudayaan, Pemuda, dan Olahraga (Disparekrafbudpora) Kabupaten Gresik"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\177.jpg	800.000000000000000	34.000000000000000
178	"178"	"178"	Museum Daerah Kabupaten Lumajang	Jawa Timur	Kabupaten Lumajang	"Jl. Alun-Alun Barat No. 1, Lumajan"	-8.075192210000003	113.237160200000005	Museum Khusus	Tipe B	Pemerintah Kabupaten Lumajang	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\178.jpg	400.000000000000000	24.000000000000000
179	"179"	"179"	Museum Etnografi dan Pusat Kajian Kematian Universitas Airlangga	Jawa Timur	kota Surabaya	"Jl. Dharmawangsa Dalam, Airlangga, Kec. Gubeng, Surabaya, Jawa Timur 60286"	-7.272188389000000	112.760594400000002	Museum Umum	Tipe B	"Departemen Antropologi, Fakultas Ilmu Sosial dan Ilmu Politik"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\179.jpg	7500.000000000000000	34.000000000000000
180	"180"	"180"	Museum Dirgantara A. Sulaksono	Jawa Timur	Kabupaten Malang	"Krajan, Saptorenggo, Kecamatan Pakis"	-7.929226693000000	112.704045100000002	Museum Khusus	Tipe B	Tentara Nasional Indonesia Angkatan Udara	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\180.jpg	3000.000000000000000	56.000000000000000
181	"181"	"181"	Museum dr. Mohammad Saleh	Jawa Timur	Kota Probolingo	Jl.DR Jl. Dr. Moch Saleh No.1	-7.752195223000000	113.214236700000001	Museum Pribadi	Tipe C	Dinas Kebudayaan dan Pariwisata Kota	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\181.jpg	12000.000000000000000	45.000000000000000
182	"182"	"182"	Museum Dr. Soetomo	Jawa Timur	Kota Surabaya	Jl. Bubutan No.85-87	-7.250576049000000	112.736586299999999	Museum Khusus	Tipe C	UPTD Museum dan Gedung Seni Budaya	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\182.jpg	1200.000000000000000	34.000000000000000
183	"183"	"183"	Museum Gubug Wayang Mojokerto	Jawa Timur	Kota Mojokerto	Jl. Kartini No.23	-7.465455721000000	112.431247600000006	Museum Khusus	Tipe B	Sendjojo Njoto Seni Budoyo	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\183.jpg	3000.000000000000000	23.000000000000000
184	"184"	"184"	Gedung Teater dan Museum Gunung Kelud	Jawa Timur	Kabupaten Kediri	"Rejomulyo, Sugihwaras, Kecamatan Ngancar, Kabupaten Kediri, Jawa Timur 64291, Indonesia ."	-7.926609345000000	112.236483699999994	Museum Khusus	Tipe C	Pemerintah Kabupaten Kediri	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\184.jpg	5120.000000000000000	67.000000000000000
185	"185"	"185"	Museum Huruf Jember	Jawa Timur	Kabupaten Jember	Jl. Bengawan Solo No.27	-8.167785812000000	113.709879799999996	Museum Khusus	Tipe C	Institut Museum dan Cagar Budaya Nusantara	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\185.jpg	3120.000000000000000	55.000000000000000
186	"186"	"186"	Museum Kambang Putih	Jawa Timur	Kabupaten Tuban	"JL. Kartini No.03, Kutorejo, Kec. Tuban, Kabupaten Tuban, Jawa Timur 62311"	-6.895847766000000	112.063888300000002	Museum Umum	Tipe B	"Dinas Kebudayaan, Pariwisata, Pemuda, dan Olahraga (Disparbudpora) Kabupaten Tuban"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\186.jpg	6000.000000000000000	44.000000000000000
187	"187"	"187"	Museum Kanker Indonesia	Jawa Timur	Kota Surabaya	Jl. Kayoon No.16-18	-7.267205084000000	112.749350300000003	Museum Khusus	Belom Memenuhi Standar	Yayasan Kanker Wisnuwardhana	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\187.jpg	500.000000000000000	33.000000000000000
188	"188"	"188"	Museum Keraton Sumenep	Jawa Timur	Kota Sumenap	Jl. Dr. Sutomo No.6	-7.007957863000000	113.863466700000004	Museum Umum	Tipe C	"Dinas Kebudayaan, Kepemudaan, Olahraga, dan Pariwisata Kabupaten Sumenep melalui Unit Pelaksana Teknis"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\188.jpg	400.000000000000000	44.000000000000000
189	"189"	"189"	Museum Kereta Api Bondowoso	Jawa Timur	Bondowoso	Jl. Imam Bonjol No. 13	-7.916806047000000	113.829907899999995	Museum Khusus	Belom Memenuhi Standar	PT Kereta Api Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\189.jpg	13000.000000000000000	55.000000000000000
190	"190"	"190"	"Museum Kesehatan Dr. Adhyatma, MPH"	Jawa Timur	Kota Surabaya	Jl. Indrapura No.17	-7.240168343000000	112.731999599999995	Museum Khusus	Belom di standarisasi	Pusat Penelitian dan Pengembangan Sistem dan Kebijakan Kesehatan Kementerian Kesehatan Republik Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\190.jpg	12000.000000000000000	44.000000000000000
191	"191"	"191"	Museum Tembakau Jember	Jawa Timur	Kabupaten Jember	Jl. Kalimantan No.1	-8.158731406999999	113.714854099999997	Museum Khusus	Belom di standarisasi	Unit Pelaksana Teknis (UPT) Pengujian Sertifikasi Mutu Barang dan Lembaga Tembakau Jember	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\191.jpg	300.000000000000000	55.000000000000000
192	"192"	"192"	Museum Musik Indonesia	Jawa Timur	Kota malang	Jl. Soekarno Hatta No.210	-7.940283269000000	112.619314599999996	Museum Khusus	Tipe B	Galeri Malang Bernyanyi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\192.jpg	11000.000000000000000	44.000000000000000
193	"193"	"193"	Museum Nahdlatul Ulama	Jawa Timur	Kota Surabaya	Jl. Gayungsari Bar. X No.11	-7.337900878000000	112.724432199999995	Museum Khusus	Tipe B	Nahdlatul Ulama	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\193.jpg	10000.000000000000000	55.000000000000000
194	"194"	"194"	Museum Negeri Mpu Tantular	Jawa Timur	Kabupaten Sidoajo	Jl. Raya Buduran - Jembatan Layang	-7.433458858000000	112.720746399999996	Museum Umum	Tipe B	Dinas Kebudayaan dan Pariwisata Provinsi Jawa Timur	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\194.jpg	4000.000000000000000	67.000000000000000
195	"195"	"195"	Museum Indonesian Old Cinema	Jawa Timur	Kota malang	Jl. Soekarno Hatta No.45	-7.937080501000000	112.628084000000001	Museum Khusus	Tipe B	Drs. Hariadi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\195.jpg	20000.000000000000000	56.000000000000000
196	"196"	"196"	Museum Panji	Jawa Timur	Kota malang	Jl. Raya Bangilan No.I	-8.002071043999999	112.732506700000002	Museum Khusus	Tipe B	ayasan Inggil Malang	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\196.jpg	16000.000000000000000	4.000000000000000
197	"197"	"197"	Museum Penataran	Jawa Timur	Kabupaten Blitar	Jl. Raya Penataran No.11	-8.012187658000000	112.209726399999994	Museum Khusus	Tipe A	"Dinas Pariwisata, Kebudayaan, Pemuda, dan Olahraga"	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\197.jpg	32000.000000000000000	45.000000000000000
198	"198"	"198"	Museum Pendidikan Kota Malang	Jawa Timur	Kota Malang	"Jl. Raya Tlogowaru, Tlogowaru"	-8.034247192000000	112.649880199999998	Museum Khusus	Tipe B	Dinas Pendidikan dan Kebudayaan	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\198.jpg	800.000000000000000	45.000000000000000
199	"199"	"199"	Museum Hidup Polrestabes Surabaya	Jawa Timur	Kota Surabaya	Jl. Sikatan No.1	-7.239104923000000	112.738036699999995	Museum Khusus	Tipe A	Polrestabes Surabaya	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\199.jpg	400.000000000000000	21.000000000000000
200	"200"	"200"	Museum Potehi Gudo	Jawa Timur	Jombang	"Jalan Raya Wangkal, Dusun Tukangan,"	-7.627507414000000	112.191680500000004	Museum Khusus	Tipe A	Yayasan Fu He An Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\200.jpg	12000.000000000000000	22.000000000000000
201	"201"	"201"	Museum Singhasari	Jawa Timur	Kota malang	"Krajan, Klampok, Kec. Singosari, Kabupaten Malang, Jawa Timur 65153"	-7.881001687000000	112.641682299999999	Museum Khusus	Tipe C	Dinas Pariwisata dan Kebudayaan Kabupaten Malang	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\201.jpg	25000.000000000000000	12.000000000000000
202	"202"	"202"	Museum Teknoform	Jawa Timur	Kota surabaya	"Jl. Raya Kedung Baruk No.98, Kedung Baruk, Kec. Rungkut, Surabaya, Jawa Timur 60298"	-7.311225161000000	112.783182600000004	Museum Umum	Tipe C	Universitas Dinamika	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\202.jpg	45000.000000000000000	23.000000000000000
203	"203"	"203"	Museum Sri Serindit Natuna	Kepulauan Riau	Kabupaten Natuna	JL. IMAM H. ISMAIL	3.949161970000000	108.367924599999995	Museum Umum	Tipe C	Zaharuddin	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\203.jpg	1200.000000000000000	23.000000000000000
204	"204"	"204"	Museum Islam Samudra Pasai Kabupaten Aceh Utara	Aceh	Kabupaten Aceh Utara	Gampong Beuringen Kecamatan Samudera	5.132788383000000	97.202055790000003	Museum Umum	Tipe C	Dinas Pendidikan Dan Kebudayaan Kabupaten Aceh Utara	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\204.jpg	3120.000000000000000	12.000000000000000
205	"205"	"205"	Museum Kota Langsa	Aceh	Kota Sabang	Jl. Ahmad Yani	4.471378134000000	97.966929219999997	Museum Umum	Tipe B	Dinas Pendidikan Dan Kebudayaan Kabupaten Aceh Utara	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\205.jpg	6000.000000000000000	10.000000000000000
206	"206"	"206"	Museum Sabang	Aceh	Kota Sabang	Jl. O. Surapati	5.899461744000000	95.316183499999994	Museum Umum	Tipe C	Badan Pengusahaan Kawasan Perdagangan Bebas Dan Pelabuhan Bebas (BPKS)	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\206.jpg	500.000000000000000	23.000000000000000
207	"207"	"207"	Museum Aceh	Aceh	Kota Banda Aceh	Jl. Sultan Alaiddin Mahmudsyah No.12	5.548723392000000	95.320938080000005	Museum Umum	Tipe A	Dinas Kebudayaan Dan Pariwisata Aceh	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\207.jpg	400.000000000000000	54.000000000000000
208	"208"	"208"	Museum Tsunami	Aceh	Kota Banda Aceh	Jl Sultan Iskandar Muda No.3 Blang Padang	5.547990543000000	95.315206189999998	Museum Khusus	Tipe B	Dinas Kebudayaan Dan Pariwisata Aceh	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\208.jpg	13000.000000000000000	6.000000000000000
209	"209"	"209"	Museum Negeri Gayo	Aceh	Kabupaten Aceh Tengah	Jl. Mess Time Ruang	4.702341401000000	96.835847200000003	Museum Umum	Tipe C	Dinas Pendidikan Dan Kebudayaan Kabupaten Aceh Tengah	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\209.jpg	12000.000000000000000	7.000000000000000
210	"210"	"210"	Museum Pidie Jaya	Aceh	Kabupaten Pidie Jaya	Taman Kota Komplek Perkantoran Bupati	5.229961204000000	96.242618239999999	Museum Umum	Belum Distandarisasi	DINAS PENDIDIKAN DAN KEBUDAYAAN	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\210.jpg	300.000000000000000	15.000000000000000
211	"211"	"211"	Museum Kota Juang Bireuen	Aceh	Kabupaten Bireuen	Jln.Tgk. Pulo Kiton Lr.Hob Mubin No. 30	5.208105114000000	96.699412359999997	Museum Umum	Belum Distandarisasi	Yayasan Museum Kota Juang Bireuen	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\211.jpg	11000.000000000000000	25.000000000000000
212	"212"	"212"	Rahmat International Wildlife Museum & Gallery	Sumatera Utara	Kota Medan	Jl. S. Parman no. 309 Medan	3.579486598000000	98.667463780000006	Museum Khusus	Tipe C	Yayasan Rahmat Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\212.jpg	10000.000000000000000	56.000000000000000
213	"213"	"213"	Museum Pahlawan Nasional Jamin Gintings	Sumatera Utara	Kabupaten Karo	Jl. Museum Suka	3.061094457000000	98.520561310000005	Museum Khusus	Tipe A	Keluarga Jamin Gintings	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\213.jpg	32000.000000000000000	45.000000000000000
214	"214"	"214"	Museum Perkebunan Indonesia	Sumatera Utara	Kota Medan	Jl. Brigjen Katamso No.53 (Komp.PPKS) Medan	3.558240871000000	98.688519499999998	Museum Khusus	Tipe B	Yayasan Museum Perkebunan Indonesia	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\214.jpg	19000.000000000000000	34.000000000000000
215	"215"	"215"	Museum Negeri Provinsi Sumatera Utara 	Sumatera Utara	Kota Medan	Jl. H. M. Joni No. 51	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\215.jpg	22000.000000000000000	33.000000000000000
216	"216"	"216"	Museum Kota Tebing Tinggi	Sumatera Utara	Kota Tebing Tinggi	Jl. Kotamadya	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\216.jpg	50000.000000000000000	55.000000000000000
217	"217"	"217"	Museum Daerah Kabupaten Langkat 	Sumatera Utara	Kabupaten Langkat	Jl. T. Amir Hamzah	3.892697190000000	98.425661390000002	Museum Umum	Tipe C	Dinas Pariwisata Dan Kebudayaan Kabupaten Langkat	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\217.jpg	3000.000000000000000	24.000000000000000
218	"218"	"218"	Museum Pusaka Karo	Sumatera Utara	Kabupaten Karo	Jl. Perwira No 1 Kota Berastagi	3.194835519000000	98.508288649999997	Museum Umum	Tipe C	Yayasan Pusaka Karo	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\218.jpg	12000.000000000000000	45.000000000000000
219	"219"	"219"	Museum Batak TB Silalahi Center	Sumatera Utara	Kabupaten Toba Samosir	Jl. Dr. TB Silalahi No.88	2.333418899000000	99.048432890000001	Museum Umum	Tipe B	Yayasan T.B. Silalahi	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\219.jpg	2000.000000000000000	34.000000000000000
220	"220"	"220"	Raz Collection Museum and Gallery	Sumatera Utara	Kota Medan	Gedung Raz Plaza	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\220.jpg	3000.000000000000000	70.000000000000000
221	"221"	"221"	Museum Huta Bolon Simanindo 	Sumatera Utara	Kabupaten Samosir	Jl. Pelabuhan Simanindo	2.752527228000000	98.744140150000007	Museum Umum	Belum Memenuhi Standar	Yayasan Huta Bolon Simanindo	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\221.jpg	5120.000000000000000	90.000000000000000
222	"222"	"222"	Museum Karo Lingga	Sumatera Utara	Kabupaten Karo	Jl. Tasak Telu	3.118194972000000	98.475186530000002	Museum Umum	Belum Memenuhi Standar	Yayasan Museum Karo Lingga	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\222.jpg	3120.000000000000000	48.000000000000000
223	"223"	"223"	Museum Perjuangan TNI Kodam I	Sumatera Utara	Kota Medan	Jl. Zainul Arifin No. 8	3.584038012000000	98.674218719999999	Museum Khusus	Belum Memenuhi Standar	Bintaldam I/BB	D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\223.jpg	6000.000000000000000	50.000000000000000
224	"224"	"224"	Museum Daerah Deli Serdang	Sumatera Utara	Kabupaten Deli Serdang	Jalan Negara – Lubuk Pakam	0.000000000000000	0.000000000000000				D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\224.jpg	1200.000000000000000	25.000000000000000
225	"225"	"225"	Museum Rumah Kelahiran Buya Hamka	Sumatera Barat	Kabupaten Agam	Jorong Tanah Sirah Nagari Sungai Batang Kecamatan Tanjung Raya	-0.352724254000000	100.218553400000005	Museum Khusus	Tipe C		D:\GIS_2022PTIKC_2522078_IKLASILAHI\img\225.jpg	400.000000000000000	5.000000000000000
